CSV File Name,High Severity Count,Medium Severity Count,Low Severity Count,High Confidence Count,Medium Confidence Count,Low Confidence Count,Unique CWEs,Unique CWE Count
Commits\Commit_25.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_26.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_27.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_28.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_29.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_3.csv,9,642,2856,2716,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_30.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_31.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_32.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_33.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_34.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_35.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_36.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_37.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_38.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_39.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_4.csv,9,642,2856,2716,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_40.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_41.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_42.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_43.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_44.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_45.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_46.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_47.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_48.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_49.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_5.csv,9,642,2856,2716,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_50.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_51.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_52.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_53.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_54.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_55.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_56.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_57.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_58.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
